report_school_year,aggregation_type,School,lea_beds,District,nrc_code,District_Desc,county_code,county_name,nyc_ind,boces_code,boces_name,subgroup_name,enrollment_count,graduation_count,graduation_percentage,regents_diploma_count,regents_diploma_percentage,advanced_regents_diploma_count,advanced_regents_diploma_percentage,ged_count,ged_percentage,dropout_count,dropout_percentage
2018-19,School,AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,40,37,0.93,23,0.58,6,0.15,0,0,3,0.08
2018-19,School,JHS 167 ROBERT F WAGNER SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,86,78,0.91,77,0.9,0,0,0,0,1,0.01
2018-19,School,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,115,112,0.97,44,0.38,64,0.56,1,0.01,0,0
2018-19,School,SCHOOL OF THE FUTURE HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,109,104,0.95,102,0.94,0,0,0,0,1,0.01
2018-19,School,NYC MUSEUM SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,95,93,0.98,30,0.32,62,0.65,0,0,0,0
2018-19,School,ELEANOR ROOSEVELT HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,128,128,1,17,0.13,111,0.87,0,0,0,0
2018-19,School,MILLENNIUM HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,141,141,1,32,0.23,108,0.77,0,0,0,0
2018-19,School,URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,62,55,0.89,49,0.79,4,0.06,0,0,5,0.08
2018-19,School,STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,80,70,0.88,56,0.7,4,0.05,0,0,6,0.08
2018-19,School,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,80,77,0.96,71,0.89,0,0,0,0,2,0.03
2018-19,School,URBAN ASSEMBLY MAKER ACADEMY,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,76,69,0.91,64,0.84,0,0,3,0.04,3,0.04
2018-19,School,FOOD AND FINANCE HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,82,70,0.85,58,0.71,2,0.02,1,0.01,5,0.06
2018-19,School,HIGH SCHOOL FOR HISTORY AND COMMUNICATIONS,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,72,63,0.88,63,0.88,0,0,0,0,2,0.03
2018-19,School,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,99,76,0.77,54,0.55,0,0,5,0.05,7,0.07
2018-19,School,PACE HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,135,114,0.84,101,0.75,10,0.07,0,0,9,0.07
2018-19,School,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,84,61,0.73,50,0.6,4,0.05,0,0,13,0.15
2018-19,School,FACING HISTORY SCHOOL (THE),3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,99,82,0.83,79,0.8,0,0,1,0.01,14,0.14
2018-19,School,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,62,55,0.89,48,0.77,2,0.03,0,0,6,0.1
2018-19,School,LOWER MANHATTAN ARTS ACADEMY,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,66,51,0.77,38,0.58,0,0,1,0.02,8,0.12
2018-19,School,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LRNING,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,110,47,0.43,46,0.42,0,0,4,0.04,12,0.11
2018-19,School,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,47,36,0.77,29,0.62,0,0,0,0,5,0.11
2018-19,School,GRAMERCY ARTS HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,109,99,0.91,87,0.8,5,0.05,0,0,3,0.03
2018-19,School,NYC ISCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,109,109,1,108,0.99,0,0,0,0,0,0
2018-19,School,MANHATTAN BUSINESS ACADEMY,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,91,83,0.91,70,0.77,2,0.02,1,0.01,4,0.04
2018-19,School,THE BUSINESS OF SPORTS SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,91,79,0.87,68,0.75,1,0.01,0,0,7,0.08
2018-19,School,EMMA LAZARUS HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,75,34,0.45,18,0.24,16,0.21,4,0.05,22,0.29
2018-19,School,HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,84,70,0.83,49,0.58,5,0.06,0,0,5,0.06
2018-19,School,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,250,198,0.79,141,0.56,39,0.16,2,0.01,17,0.07
2018-19,School,INSTITUTE FOR SECONDARY EDUCATION,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,67,64,0.96,64,0.96,0,0,0,0,0,0
2018-19,School,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,99,97,0.98,59,0.6,29,0.29,0,0,1,0.01
2018-19,School,BARUCH COLLEGE CAMPUS HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,112,112,1,40,0.36,71,0.63,0,0,0,0
2018-19,School,LANDMARK HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,98,75,0.77,74,0.76,0,0,3,0.03,15,0.15
2018-19,School,HEALTH PROFESSIONS & HUMAN SERVICES HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,425,402,0.95,205,0.48,176,0.41,1,0,15,0.04
2018-19,School,QUEST TO LEARN,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,81,67,0.83,57,0.7,4,0.05,0,0,5,0.06
2018-19,School,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,150,133,0.89,110,0.73,10,0.07,1,0.01,9,0.06
2018-19,School,MANHATTAN ACADEMY FOR ARTS AND LANGUAGES,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,74,48,0.65,40,0.54,5,0.07,0,0,9,0.12
2018-19,School,MURRAY HILL ACADEMY,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,70,48,0.69,41,0.59,2,0.03,0,0,8,0.11
2018-19,School,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,109,87,0.8,75,0.69,0,0,0,0,7,0.06
2018-19,School,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,93,64,0.69,56,0.6,0,0,4,0.04,14,0.15
2018-19,School,MANHATTAN VILLAGE ACADEMY HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,106,105,0.99,6,0.06,98,0.92,0,0,0,0
2018-19,School,VANGUARD HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,99,76,0.77,74,0.75,0,0,2,0.02,8,0.08
2018-19,School,MANHATTAN INTERNATIONAL HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,93,58,0.62,58,0.62,0,0,7,0.08,15,0.16
2018-19,School,STUYVESANT HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,821,812,0.99,33,0.04,779,0.95,1,0,2,0
2018-19,School,HIGH SCHOOL OF ECONOMICS & FINANCE,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,162,146,0.9,119,0.73,12,0.07,2,0.01,2,0.01
2018-19,School,UNITY CENTER FOR URBAN TECHNOLOGIES,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,63,56,0.89,49,0.78,0,0,2,0.03,2,0.03
2018-19,School,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,111,106,0.95,67,0.6,37,0.33,0,0,1,0.01
2018-19,School,TALENT UNLIMITED HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,100,95,0.95,69,0.69,25,0.25,0,0,2,0.02
2018-19,School,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,62,46,0.74,33,0.53,0,0,1,0.02,5,0.08
2018-19,School,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,150,96,0.64,81,0.54,6,0.04,1,0.01,18,0.12
2018-19,School,REPERTORY SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,59,59,1,37,0.63,20,0.34,0,0,0,0
2018-19,School,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,94,79,0.84,58,0.62,10,0.11,0,0,6,0.06
2018-19,School,HARVEST COLLEGIATE HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,106,91,0.86,87,0.82,0,0,1,0.01,4,0.04
2018-19,School,MANHATTAN BRIDGES HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,106,101,0.95,36,0.34,62,0.58,1,0.01,4,0.04
2018-19,School,NEW DESIGN HS,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,85,66,0.78,49,0.58,0,0,0,0,6,0.07
2018-19,School,INDEPENDENCE HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,155,33,0.21,17,0.11,0,0,2,0.01,44,0.28
2018-19,School,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,88,88,1,6,0.07,81,0.92,0,0,0,0
2018-19,School,ACADEMY FOR SOFTWARE ENGINEERING,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,107,100,0.93,85,0.79,0,0,0,0,2,0.02
2018-19,School,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,127,55,0.43,40,0.31,9,0.07,2,0.02,47,0.37
2018-19,School,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,94,79,0.84,68,0.72,6,0.06,1,0.01,2,0.02
2018-19,School,HS 560 CITY-AS-SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,244,91,0.37,82,0.34,4,0.02,3,0.01,9,0.04
2018-19,School,URBAN ACADEMY LABORATORY HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,42,25,0.6,25,0.6,0,0,1,0.02,1,0.02
2018-19,School,SATELLITE ACADEMY,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,103,11,0.11,10,0.1,0,0,4,0.04,10,0.1
2018-19,School,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,277,75,0.27,73,0.26,1,0,4,0.01,74,0.27
2018-19,School,RICHARD R GREEN HIGH SCHOOL OF TEACHING,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,115,96,0.83,77,0.67,4,0.03,0,0,7,0.06
2018-19,School,HARVEY MILK HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,30,11,0.37,9,0.3,1,0.03,0,0,4,0.13
2018-19,School,THE HIGH SCHOOL OF FASHION INDUSTRIES,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,356,315,0.88,211,0.59,99,0.28,1,0,14,0.04
2018-19,School,HUMANITIES PREPARATORY SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,66,62,0.94,62,0.94,0,0,1,0.02,0,0
2018-19,School,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,96,81,0.84,64,0.67,14,0.15,2,0.02,1,0.01
2018-19,School,ART AND DESIGN HIGH SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,324,293,0.9,169,0.52,109,0.34,2,0.01,6,0.02
2018-19,School,LIFE SCIENCES SECONDARY SCHOOL,3.102E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,97,77,0.79,63,0.65,1,0.01,0,0,5,0.05
2018-19,School,JOHN V. LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,3.10201E+11,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,7,Charters,31,NEW YORK,1,3090,NEW YORK CITY,All Students,140,33,0.24,16,0.11,0,0,4,0.03,5,0.04
2018-19,School,BROOME STREET ACADEMY CHARTER HIGH SCHOOL,3.10201E+11,BROOME STREET ACADEMY CHARTER HIGH SCHOOL,7,Charters,31,NEW YORK,1,3090,NEW YORK CITY,All Students,83,48,0.58,43,0.52,0,0,5,0.06,8,0.1
2018-19,School,PS 166 THE RICHARD ROGERS SCHOOL OF THE ARTS & SCIENCE,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,HIGH SCHOOL FOR ARTS  IMAGINATION AND INQUIRY,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,110,85,0.77,73,0.66,1,0.01,2,0.02,11,0.1
2018-19,School,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,108,89,0.82,71,0.66,0,0,0,0,10,0.09
2018-19,School,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,83,64,0.77,36,0.43,3,0.04,1,0.01,10,0.12
2018-19,School,THE GLOBAL LEARNING COLLABORATIVE,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,99,78,0.79,64,0.65,5,0.05,0,0,8,0.08
2018-19,School,INNOVATION DIPLOMA PLUS,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,96,15,0.16,13,0.14,0,0,2,0.02,8,0.08
2018-19,School,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ART,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,47,41,0.87,30,0.64,1,0.02,0,0,2,0.04
2018-19,School,FRANK MCCOURT HIGH SCHOOL,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,95,92,0.97,83,0.87,3,0.03,0,0,0,0
2018-19,School,BEACON HIGH SCHOOL,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,306,301,0.98,301,0.98,0,0,0,0,1,0
2018-19,School,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,716,710,0.99,134,0.19,575,0.8,0,0,1,0
2018-19,School,MLK HIGH SCHOOL - LAW  ADVOCACY AND COMMUNITY JUSTICE,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,109,83,0.76,53,0.49,15,0.14,1,0.01,16,0.15
2018-19,School,MLK JUNIOR HIGH SCHOOL FOR ARTS AND TECHNOLOGY,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,116,80,0.69,61,0.53,5,0.04,3,0.03,18,0.16
2018-19,School,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,174,29,0.17,23,0.13,0,0,11,0.06,29,0.17
2018-19,School,MANHATTAN/HUNTER COLLEGE HS FOR THE SCIENCES,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,100,99,0.99,89,0.89,9,0.09,0,0,0,0
2018-19,School,SPECIAL MUSIC SCHOOL,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,42,40,0.95,39,0.93,0,0,0,0,1,0.02
2018-19,School,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,3.103E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,76,58,0.76,48,0.63,0,0,0,0,7,0.09
2018-19,School,OPPORTUNITY CHARTER SCHOOL,3.10301E+11,OPPORTUNITY CHARTER SCHOOL,7,Charters,31,NEW YORK,1,3090,NEW YORK CITY,All Students,52,46,0.88,32,0.62,0,0,0,0,4,0.08
2018-19,School,HARLEM SUCCESS ACADEMY CHARTER SCHOOL,3.10301E+11,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1,7,Charters,31,NEW YORK,1,3090,NEW YORK CITY,All Students,31,25,0.81,0,0,0,0,0,0,4,0.13
2018-19,School,ESPERANZA PREPATORY ACADEMY,3.104E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,94,71,0.76,54,0.57,6,0.06,0,0,7,0.07
2018-19,School,COALITION SCHOOL FOR SOCIAL CHANGE,3.104E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,MANHATTAN CENTER-SCIENCE & MATHEMATICS,3.104E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,378,366,0.97,128,0.34,224,0.59,1,0,2,0.01
2018-19,School,PARK EAST HIGH SCHOOL,3.104E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,109,105,0.96,69,0.63,22,0.2,1,0.01,0,0
2018-19,School,CENTRAL PARK EAST SECONDARY SCHOOL,3.104E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,113,113,1,75,0.66,28,0.25,0,0,0,0
2018-19,School,YOUNG WOMEN'S LEADERSHIP HIGH SCHOOL,3.104E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,73,72,0.99,36,0.49,31,0.42,0,0,1,0.01
2018-19,School,HERITAGE SCHOOL (THE),3.104E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,71,64,0.9,53,0.75,2,0.03,0,0,3,0.04
2018-19,School,HARLEM DAY CHARTER SCHOOL,3.10401E+11,HARLEM PREP CHARTER SCHOOL,7,Charters,31,NEW YORK,1,3090,NEW YORK CITY,All Students,6,0,0,0,0,0,0,0,0,0,0
2018-19,School,HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,3.10401E+11,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,7,Charters,31,NEW YORK,1,3090,NEW YORK CITY,All Students,48,47,0.98,42,0.88,0,0,0,0,0,0
2018-19,School,RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,3.10401E+11,RENAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,7,Charters,31,NEW YORK,1,3090,NEW YORK CITY,All Students,123,96,0.78,79,0.64,0,0,0,0,5,0.04
2018-19,School,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,3.10401E+11,NYC AUTISM CHARTER SCHOOL EAST HARLEM,7,Charters,31,NEW YORK,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,3.105E+11,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,1,NYC,31,NEW YORK,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
